FBdate,FBnews,FBsource
09/27/12,"Facebook Developer Betapond Makes Splash in London, Acquires iPlatform",BW
09/25/12,"DJ pressetext.de: Tragbares Ger_t vermisst Geb_ude bei Eins_tzen - Sensorsystem erstellt Karten mittels Laser, Gyroskop und Kamera",DJPA
09/25/12,"Mid Day Movers: Best Buy Co, Staples, Yahoo! Inc, Facebook Inc",NEWS_ACW
09/25/12,"DJ pressetext.de: ""Unternehmen tanzen auf Facebook Relevanz-Limbo"" - Social Media Convention 2012 macht am 27. September Halt in ZŸrich",DJPA
09/24/12,Facebook Names Brand Networks as one of Twelve Strategic Preferred Marketing Developers,PRN
09/24/12,"Facebook, Inc.(FB-US) Schedules Q3 2012 Earnings Call for 23-October-2012 5:00 PM ET",FCSTEV
09/24/12,"Facebook, Inc.(FB-US) Schedules Q3 2012 Earnings Release for 23-October-2012 After Market Hours ET",FCSTEV
09/21/12,"COMEDY CENTRAL¨ Unveils Multiplatform Marketing Campaign For The Launch Of Its New Animated Series ""Brickleberry""",PRN
09/20/12,Over 1.5 Million Online Votes Help 196 Local Charities Receive a Share in $5 Million in the 2012 Chase Community Giving Program,BW
09/20/12,"DJ pressetext.de: Verkaufsf_rderung 2.0: Challenge fŸr Start-ups - Jungunternehmen runtastic und ""RUEFA Globehopper"" behaupten sich",DJPA
09/18/12,Klayman Sues Facebook and Zuckerberg Over Muslim Calls to Harm Jews and Israel,PRN
09/18/12,Facebook¨ Organ Donation Tool Available in Canada,CNW
09/18/12,Media Advisory - Facebook¨ Announces the Availability of Organ Donation Tool in Canada,CNW
09/18/12,DJ pressetext.de: Facebook-Jacke fŸr Notfall-Kommunikation vorgestellt - Forscher setzen auf einfache Interfaces fŸr Rettungskr_fte,DJPA
09/18/12,DJ pressetext.de: Angestellte fordern Facebook-Nutzung am Arbeitsplatz - Immer mehr Unternehmen beugen sich neuen Anforderungen,DJPA
09/17/12,"Charts Tell the Tale - Help Beat the S&P 500 by Four Folds -MedAssets, Facebook",NEWS_ACW
09/14/12,HostelBookers Celebrates Facebook Milestone and Emphasises the Significance of Social Media,PRN
09/13/12,"DJ pressetext.de: Twitter macht mehr mobilen Umsatz als Facebook - Google Nummer eins im 2,61 Mrd. Dollar schweren US-Handy-Werbemarkt",DJPA
09/13/12,"MediaMath Clients Driving Higher Click-Throughs, Conversions and Brand Metrics Through Facebook Exchange Inventory",BW
09/13/12,"Hot Stocks: Facebook Inc, Nokia Corporation, Sirius XM Radio Inc, Liberty Media",NEWS_ACW
09/13/12,Criteo to Provide Customers With Access to Facebook Exchange,BW
09/13/12,AdRoll Announces Positive Early Results For Customers and Expands Access to Facebook Exchange,PRN
09/13/12,"Xaxis Debuts Comprehensive Ad Buying and Analytics Solution With Support for Facebook¨ Exchange, Facebook's New Real-Time-Bidding System",BW
09/12/12,PresidentÊBarackÊObamaÊand Presidential Candidate Governor Mitt Romney Address Hispanic Voters in First-of-Its-Kind Meet the Candidate Events September 19 and 20 in Florida,BW
09/10/12,DJ pressetext.de: Taliban geben sich als attraktive M_dchen aus - Australische Beh_rden orten gef_lschte Facebook-Profile,DJPA
09/07/12,"Early Volume Movers On News: AK Steel Holding, Microsoft Corporation, Facebook Inc, Audience Inc, Apple Inc",NEWS_ACW
09/07/12,Group Gift Service Enables Merchants to Offer Social Commerce on Facebook,PRN
09/05/12,DJ pressetext.de: TŸrkischer Minister plant Facebook-Zensur - Weitere Regierung wegen Einfluss auf Medien unter Beschuss,DJPA
09/05/12,"Five Small Businesses Receive Marketing Makeover from American Express OPEN and Facebook¨ and $25,000",BW
09/05/12,"5 Value Equities At 52 week lows: Dell Inc, Facebook Inc (FB), Yahoo, Vale SA, Activision Blizzard",NEWS_ACW
09/05/12,"Market Influences That Drive Equities Forward - Industry Report on Facebook, Inc. and Staples, Inc. ",INW
09/04/12,"Google Narrowly Holds Sway over Facebook with Bingo Players, Reports Bingoport.co.uk",BW
09/04/12,"Google Narrowly Holds Sway Over Facebook with Bingo Players, Reports Bingoport.co.uk",PRNE
09/02/12,Boat Club Animal Hospital in Fort Worth Builds Facebook Community,PMZ
08/30/12,Nanigans Releases Support for Sponsored Results in Facebook Search,BW
08/28/12,McAfee Safeguards Facebook Photos With McAfee Social Protection,BW
08/27/12,DJ pressetext.de: Soziale Medien erleichtern Obdachlosen das Leben - BedŸrftige bleiben Ÿber Facebook und Co in Kontakt mit Familien,DJPA
08/27/12,"Where Investors Are Going - Consensus Report on Facebook, Inc. and Staples, Inc. ",INW
08/27/12,DJ pressetext.de: Facebook speichert bewusst falsche Standorte - Datenmissbrauch fŸr Rasterfahndung befŸrchtet,DJPA
08/23/12,SongPop Hits Major Milestones Just Three Months After Launch,PRN
08/23/12,DJ pressetext.de: Taliban machen sich auf Facebook breit - US-Beh_rden beobachten Verlagerung der K_mpfe ins Web,DJPA
08/23/12,Research and Markets: Facebook - Menlo Park West Campus - California - Construction Project Profile,BW
08/22/12,MoZeus Worldwide Develops Facebook Integration for Smart Activator on iOS,BW
08/22/12,DJ pressetext.de: Zensur in Indien: Facebook beugt sich Regierung - Religi_se Hasspredigten und Gewaltaufrufe werden unterbunden,DJPA
08/21/12,Nanigans Appoints Former Yahoo! Sales Executive as Chief Operating Officer,BW
08/21/12,"Funium Launches Family Village, Now Available to All Facebook Users",BW
08/20/12,"Like Us: Value Line Investment Survey Initiates Coverage of Facebook, Inc.",BW
08/17/12,"As Facebook Users Hit the 900 Million Mark, Food Manufactures Continue to Network",PRNE
08/17/12,Vistaprint Announces New Pagemodo Tool Designed to Help Small Businesses Optimize Facebook,BW
08/17/12,"DJ pressetext.de: Viele Facebook-Freunde deuten auf gro§es Hirn - Studie stŸtzt Theorie, dass Beziehungen wei§e Zellen wachsen lassen",DJPA
08/16/12,Must Watch Tech News On Facebook Inc & Apple Inc,NEWS_ACW
08/16/12,Rutgers University Facebook Sweepstakes Gives Executives a Chance to Win Free Tuition to Mini-MBA Program,BW
08/16/12,Roger Federer Serves Up Creative to Launch All-New Mercedes-Benz 2013 GL-Class,PRN
08/15/12,"Vionic, Inc. revolutionizes Daily Deal Industry using Facebook platform with newest addition to its iQ line of marketing products: iQoffer",PRN
08/13/12,"New Study: ""2012 Social Media Advertising Global Games"" Compares Performance of Facebook Advertising in Different Countries",PRN
08/12/12,DJ pressetext.de: FreizŸgiger Umgang mit Standort-Daten boomt - &34;People Discovery&34;-Apps erm_glichen Stalken anderer User,DJPA
08/10/12,2X Software Transforms Facebook into a Powerful Tool for Business,PRN
08/09/12,Must Know Basics About These Two Tech Companies: Facebook Inc & Apple Inc,NEWS_ACW
08/09/12,Melrose.com CEO Krishan Agarwal Interview With Reuters ,INW
08/08/12,Melrose.com CEO Interview With Reuters ,INW
08/08/12,New DaCast Video Payment Platform for Facebook Helps Content Owners to Increase Audience Up to 10 Times,PRN
08/08/12,DJ pressetext.de: &34;Facebook-Verweigerer sind Psychopathen&34; - Ignorante These stellt Online-Eremiten unter Generalverdacht,DJPA
08/07/12,DJ pressetext.de: Italienischer Lehrer erkl_rt Papst fŸr tot - Mit falschen Twitter-Accounts Medienlandschaft vorgefŸhrt,DJPA
08/07/12,Gamesys Launches the World's First Real Cash Gaming App on the Facebook UK App Centre!,CNW
08/06/12,DJ pressetext.de: Facebook erteilt Doppelidentit_ten eine Abfuhr - Selena Gomez soll amerikanischen Jungstar bewusst imitiert haben,DJPA
08/06/12,Only one week left to enter the Plaza Hotel & Casino Las Vegas Ultimate Giveaway Facebook Contest,PRN
08/03/12,DJ pressetext.de: Browser Plugin soll Facebook-Fotos schŸtzen - Ohne Einladungen nur verpixelte Gesichter zu erkennen,DJPA
08/02/12,Consumer Watchdog Opposes Settlement in Facebook 'Sponsored Stories' Class Action Suit,PRN
08/01/12,DJ IRW-PRESS: Facebook Inc.: www.GewinnerAktien.com -2-,DJIR
08/01/12,DJ IRW-PRESS: Facebook Inc.: www.GewinnerAktien.com Facebook: Wie geht es weiter? Attraktive GewinnerAktie in dieser Ausgabe,DJIR
07/31/12,LinkedIn and Facebook Speakers Added to SES San Francisco Conference & Expo 2012 Agenda,BW
07/30/12,DJ pressetext.de: Facebook-Prozess: Irland verweigert Gespr_che - Klage gegen Internet-Giganten wird auf Eis gelegt,DJPA
07/29/12,"Charlotte Chiropractor Starts Online Wellness Community, Announces New Office on Facebook",PMZ
07/27/12,Zacks Investment Ideas feature highlights: Facebook,PRN
07/27/12,"DJ pressetext.de: Facebook & Co: Blase droht zu platzen - Erstangebote meist eindeutig zu teuer, urteilen Analysten",DJPA
07/26/12,Facebook Reports Second Quarter 2012 Results,PRN
07/26/12,DJ pressetext.de: eBay will Kindern Einkauf erlauben - Online-Plattformen k_mpfen um Kaufkraft Minderj_hriger,DJPA
07/25/12,DJ pressetext.de: Afghanistan: Twitter im Vormarsch - Pr_sidentschaftswahlkampf 2014 auch im Internet gefŸhrt,DJPA
07/24/12,Cie Games Partners With Leading Automotive Listing Publication In Japan; PROTO CORPORATION To Publish Social Game Car Town In Asia,PRN
07/24/12,DJ pressetext.de: Facebook-Fahndungen auf dem Vormarsch - 80 Prozent aller US-Polizisten ermitteln auf Facebook und YouTube,DJPA
07/23/12,Lavish Manors retains RealTime Marketing Group to provide digital branding strategy,PRN
07/20/12,DJ pressetext.de: Enorme Summen fŸr falsche Facebook-Fans - Nutzen von Werben um Fans im Netzwerk wird angezweifelt,DJPA
07/19/12,"INVESTOR ALERT: Approximately 96 Hours Remain; Former Louisiana Attorney General and Kahn Swick & Foti, LLC Remind Investors with Large Financial Interests of Important Deadline in Lawsuit Against Facebook, Inc. - FB",PRN
07/19/12,"Hot Stocks: American Capital Agency, Facebook, Sally Beauty Holdings, NetApp, VMware, and Potash",PRN
07/19/12,"Chris Cox, the Other Face of Facebook, to Address The Atlantic Meets the Pacific",PRN
07/18/12,DJ pressetext.de: Kosten fŸr Facebook-Werbung explodieren - Werbeeinblendungen um 58 Prozent teurer als 2011,DJPA
07/18/12,Facebook Marketing Advice from Jumpstart Automotive Group,BW
07/18/12,Facebook Advertising Continues to Thrive as CPM Increases by 58% Year on Year,PRN
07/17/12,DJ pressetext.de: Facebook-Auftritt verr_t Pers_nlichkeit - Bewertungsskala soll Werbetreibenden Vorteil verschaffen,DJPA
07/17/12,Facebook to Announce Second Quarter 2012 Results,PRN
07/17/12,Facebook Plummets; Google+ Strong in American Customer Satisfaction Index,BW
07/16/12,Facebook Backlash? It's All About Perspective,PRN
07/16/12,Hotels.com¨ Makes Travel Booking More Social With Introduction of Deals Facebook App,CNW
07/13/12,"BLiNQ Media Now Sells Premium Facebook Ads, Too",BW
07/13/12,DJ pressetext.de: Facebook unterstellt Usern politische Gesinnung - Internetseiten verwenden Usernamen nach Likes ungefragt,DJPA
07/12/12,"Nexon's 'The Grinns Tale' offers Facebook Gamers Strategy, Role-Playing in a Charming, Gothic-Themed Fantasy World",BW
07/12/12,"Today's Market Focus: Intel, EMC, VeriFone Systems, Alcoa, Facebook, and International Paper",PRN
07/11/12,No More Expensive Travel Guides Needed; Stay.com Launches New Collaborative Travel App That Works Online and Offline,PRN
07/11/12,"Girard Gibbs LLP Reminds Shareholders of July 23, 2012 Deadline in Class Action Lawsuit against Facebook",BW
07/11/12,200 REALTOR¨ Associations Among Those Embracing the Facebook Opportunity,PRN
07/11/12,Esurance Launches Car Insurance Discount For Facebook Users In Arizona,PRN
07/10/12,"Hagens Berman: 12 Days Remain Before July 23, 2012, Deadline in Securities Case Against Facebook -- FB",PMZ
07/10/12,Bleapp.com Launches Facebook Apps Suite for Agencies & Brands including Scratch Off App for Facebook Pages,BW
07/09/12,"Milberg LLP Reminds Investors of July 23, 2012 Lead Plaintiff Deadline in Class Action Lawsuits Filed Against Facebook, Inc. (NASDAQ: FB)",BW
07/09/12,"Research and Markets: Facebook: How a Start-Up Became the World's Largest Social Network - Facebook Branches Out Into Payments, Which Now Accounts For Around 15% of All Revenue",BW
07/09/12,"The Zacks Analyst Blog Highlights: Netflix, Facebook, Amazon.com,Comcast and Dish Network",PRN
07/09/12,DJ pressetext.de: Facebook und Twitter l_sen Angstzust_nde aus - Vergleich mit anderen Nutzern laut Experten nicht f_rderlich,DJPA
07/09/12,DJ pressetext.de: Frauen sabotieren Facebook-Freundinnen mit Fotos - Ein Viertel hat schon absichtlich unvorteilhafte Bilder gepostet,DJPA
07/09/12,"Top Facebook Game Developer, Buffalo Studios, Releases First Mobile Game for iOS",BW
07/08/12,Las Vegas Veterinarian Encourages Pet Owners to Use Facebook to Become Part of Growing Social Community,PMZ
07/06/12,"Pomerantz Law Firm Reminds Shareholders of Facebook, Inc. of Upcoming Deadline -- FB",PMZ
07/06/12,Yahoo! and Facebook Launch Strategic Alliance and Resolve Patent Dispute,BW
07/06/12,DJ pressetext.de: Mormonen entdecken Facebook und Co - Neue Online-Strategie soll zu mehr Mitgliedern fŸhren,DJPA
07/05/12,"Top Stock Alerts for Day Traders: Freeport-McMoRan, Research In Motion, Kraft Foods, EMC, Barrick Gold, and Facebook",PRN
07/04/12,DJ pressetext.de: Patent: Google will Gesichter in Videos erkennen - System soll an eigene &34;Face Model Database&34; gekoppelt werden,DJPA
07/03/12,New Malware Strain Poses Serious Threat to Facebook and Gmail Users,PRN
07/03/12,"Facebook, Inc.(FB-US) Schedules Q2 2012 Earnings Call for 26-July-2012 5:00 PM ET",FCSTEV
07/03/12,"Facebook, Inc.(FB-US) Schedules Q2 2012 Earnings Release for 26-July-2012 After Market Hours ET",FCSTEV
07/02/12,"Zacks Bull and Bear of the Day Highlights: Marriott International, Arch Coal, Facebook, Google and Zynga",PRN
07/02/12,"Lieff Cabraser Reminds Facebook, Inc. Investors of Upcoming Deadline in Class Action Lawsuits",BW
06/27/12,SYLVANIA Automotive Lighting Unveils Comprehensive Facebook Page,PRN
06/27/12,"DJ pressetext.de: Google I/O: Suchgigant feuert aus allen Rohren - Content-Offensive, Tablet, Streaming-Device, Google+ und Glass",DJPA
06/27/12,"Most Attractive Stocks: Intel, Facebook, NetApp, Melco Crown Entertainment, Micron, and Altria Group",PRN
06/26/12,"WomenCorporateDirectors Co-founder, Susan Stautberg, Statement on Facebook and Sheryl Sandberg: ""A Role Model for Women Around the Globe""",PRN
06/26/12,DJ pressetext.de: Alte M_nner haben gr_§ten Einfluss bei Facebook - Wissen um Alters- und Geschlechtsunterschiede erm_glicht bessere Werbung,DJPA
06/26/12,Research and Markets: Facebook is Building its Pre-IPO Mobile Monetisation Strategy Around Operator Billing and Advertising,BW
06/25/12,Facebook Names Sheryl Sandberg to Its Board of Directors,PRN
06/22/12,"Pomerantz Law Firm Reminds Shareholders of Facebook, Inc. of Upcoming Deadline -- FB",PMZ
06/22/12,DJ pressetext.de: USA prŸfen Social Media als Pranger fŸr Triebt_ter - Bundesstaat Louisiana verabschiedet Gesetz - Zwangs-Outing ab August,DJPA
06/22/12,Unilever Partners with PSI and Facebook to Launch Waterworksª,PRNE
06/21/12,Research and Markets: Facebook's Next New Mobile Directions Report 2012 - Facebook Invests Heavily In New Opportunities for Monetizing Mobile Use,BW
06/21/12,"Facebook IPO's Impact on Investor Confidence Almost as Great as the May 2010 Flash Crash, Says TABB Group",BW
06/21/12,Summer Travel Schedules Create Opportunities for Identity Theft,PMZ
06/21/12,Spokane Veterinarian Uses Facebook to Connect With Pet Owners,PMZ
06/21/12,Study Defines New KPI Model For Facebook Ad Effectiveness,PRNE
06/21/12,DJ pressetext.de: E-Commerce fŸr Gesch_ftskunden unerl_sslich - Zukunft im Multi-Channel-Vertrieb - Verbraucher-Feedback wichtig,DJPA
06/20/12,The Anti-Social Network? Conquest's Report into Teens and Social Media Reveals That Facebook is Making Young People Feel Down About Life,PRN
06/20/12,Big Red Releases Online Comedy Videos Inspired by Classic Soda Experiments,PRN
06/20/12,"Block & Leviton, Along with Susman Godfrey and Hausfeld LLP, Announce That They Have Filed A Securities Class Action Lawsuit Against Facebook Inc.",PRN
06/20/12,Arch Creek Animal Clinic Connects With Pet Owners on Facebook,PMZ
06/20/12,"Most Active Stocks: Walgreen, Facebook, Sara Lee, Micron, Goodyear Tire & Rubber, and Advanced Micro Devices",PRN
06/20/12,"Photo Advisory: Febreze and Ambi Pur Set Record Saying ""Thank You"" to Fans One Million Times via Live Streaming Video on Facebook",BW
06/19/12,"King & Nix and Morgan & Morgan File Class Action Suit Against Facebook, Inc. and the Underwriters of the Company's Initial Public Offering -- FB",PMZ
06/19/12,Zibaba Extends the Sage Pay Suite Onto Facebook,PRNE
06/18/12,"Facebook by Fonetwish Conquers Africa, Asia and Latin America; Services an Incredible One Billion Transactions per Month",PRN
06/14/12,Facebook 'Like' Isn't Protected Speech Notes Los Angeles Employment Lawyer,PRN
06/14/12,Research and Markets: Facebook Investment Report: Pot of Gold or House of Cards?,BW
06/13/12,"Gainey & McKenna and Rigrodsky & Long, P.A. File Class Action Suit Against The Nasdaq Stock Market LLC and NASDAQ OMX Group, Inc. -- NDAQ",PMZ
06/13/12,Goleta Veterinarian Announces New Facebook and Twitter Accounts,PMZ
06/13/12,"Most Active Stocks: Michael Kors Holdings, Sara Lee, Facebook, CSX, Micron, and Harman International Industries",PRN
06/13/12,DJ pressetext.de: Sex-Skandal um Flirt-App Skout - Vergewaltigungsf_lle von Teenagern zwingen Anbieter zur Abschaltung,DJPA
06/11/12,DJ pressetext.de: WWDC: Apple zieht mit neuem MacBook davon - iCloud wird tief in MacOS X 10.8 und iOS 6 integriert,DJPA
06/11/12,"Hangover Joe's and the ""The Hangover Recovery Shot"" Reach 100,000 Facebook Fans for the All-Natural Hangover Recovery Drink",PRN
06/11/12,"Hagens Berman: 42 Days Remain Before July 23, 2012, Deadline in Securities Case against Facebook",BW
06/10/12,DJ pressetext.de: Britin zwingt Facebook zur Peiniger-Preisgabe - Cyber-Bullying sorgt fŸr Gesetze und Humor als Gegenma§nahmen,DJPA
06/08/12,Facebook Sued in Multiple National Class Actions for IPO Debacle,CNW
06/08/12,"Pomerantz Law Firm Reminds Shareholders of Facebook, Inc. of Upcoming Deadline -- FB",PMZ
06/08/12,DJ pressetext.de: &34;40 Prozent der Social-Media-Accounts sind Spam&34; - Anteil am gesamten Nachrichtenaufkommen in sechs Monaten verdoppelt,DJPA
06/07/12,ChannelAdvisor CEO Scot Wingo to Host Social Commerce Webinar,BW
06/06/12,NASDAQ OMX and NASDAQ Stock Market Boards Announce Program for Voluntary Accommodations Related to Facebook IPO Cross,PMZ
