NKTRdate,NKTRnews,NKTRsource
01/05/11,"Nektar Therapeutics' President and CEO, Howard W. Robin, to Present at the 29th Annual J.P. Morgan Healthcare Conference in San Francisco, CA",PRN
12/22/10,Nektar Therapeutics(NKTR-US) Schedules J.P. Morgan Healthcare Conference for 11-January-2011 11:30 AM ET,FCSTEV
12/12/10,NKTR-102 Demonstrates Significant Efficacy as Single-Agent in Second- or Third-Line Treatment in Metastatic Breast Cancer Patients,PRN
12/09/10,Nektar Therapeutics(NKTR-US) Schedules AACR San Antonio Breast Cancer Symposium for 12-December-2010 10:00 AM ET,FCSTTS
12/09/10,Phase 2 Clinical Data on NKTR-102 in Metastatic Breast Cancer to Be Presented at 33rd Annual CTRC-AACR San Antonio Breast Cancer Symposium,PRN
11/13/10,Nektar Announces Two Preclinical Data Presentations at Society for Neuroscience 40th Annual Meeting: Neuroscience 2010,PRN
11/04/10,Nektar Therapeutics Reports Third Quarter 2010 Financial Results,PRN
10/29/10,Nektar Therapeutics(NKTR-US) Schedules Q3 2010 Earnings Call for 4-November-2010 5:00 PM ET,FCSTTS
10/28/10,Nektar Therapeutics(NKTR-US) Schedules Q3 2010 Earnings Release for 4-November-2010 After Market Hours ET,FCSTTS
10/28/10,"Nektar to Announce Financial Results for the Third Quarter of 2010 on Thursday, November 4, 2010, After Close of U.S.-Based Financial Markets",PRN
10/17/10,Nektar Presents New Preclinical Data on NKTR-181 at Anesthesiology 2010,PRN
10/15/10,"NKTR-181, A Mu-Opioid Analgesic With a Novel Molecular Structure, Demonstrates Slower Entry Rate Into the Brain and Reduced CNS Side Effects",PRN
09/17/10,Nektar Therapeutics To Present at the UBS 2010 Global Life Sciences Conference,PRN
09/15/10,Nektar Therapeutics(NKTR-US) Schedules UBS Global Life Sciences Conference for 21-September-2010 11:00 AM ET,FCSTTS
08/31/10,BioSpace Highlights Northern California's Growing Life Science Region,PRN
07/28/10,Nektar Therapeutics Reports Second Quarter 2010 Financial Results,PRN
07/21/10,Nektar Therapeutics(NKTR-US) Schedules Q2 2010 Earnings Call for 28-July-2010 5:00 PM ET,FCSTTS
07/21/10,Nektar Therapeutics(NKTR-US) Schedules Q2 2010 Earnings Release for 28-July-2010 After Market Hours ET,FCSTEV
07/21/10,"Nektar to Announce Financial Results for the Second Quarter of 2010 On Wednesday, July 28, 2010, After Close of U.S.-Based Financial Markets",PRN
07/06/10,NKTR-102 Demonstrates Superior Activity to Irinotecan in Nonclinical Studies Presented at ESMO 12th World Congress on Gastrointestinal Cancer,PRN
06/24/10,Nektar Announces Dosing of First Patients in Phase 1 Clinical Study of NKTR-102 in Combination With 5-Fluorouracil/Leucovorin,PRN
06/09/10,Nektar Therapeutics Announces Positive Initial Results from Phase 2 Study of NKTR-102 in Metastatic Breast Cancer,PRN
06/07/10,Nektar Therapeutics(NKTR-US) Schedules American Society of Clinical Oncology for 7-June-2010 7:30 AM ET,FCSTTS
06/06/10,NKTR-102 Has High Response Rate and Sustained Clinical Benefit in 48 Percent of Women with Platinum-Resistant/Refractory Ovarian Cancer,PRN
06/03/10,Nektar Therapeutics(NKTR-US) Schedules Jefferies Global Life Sciences Conference for 9-June-2010 10:00 AM ET,FCSTTS
06/03/10,Nektar Therapeutics' President and CEO Howard W. Robin to Present at the Jefferies 2010 Global Life Sciences Healthcare Conference in New York,PRN
05/20/10,Nektar Therapeutics(NKTR-US) Schedules American Society of Clinical Oncology - NKTR-102 for 6-June-2010 12:15 PM ET,FCSTTS
05/20/10,NKTR-102 Phase 2 Clinical Data Accepted for Oral Presentation at 2010 ASCO Annual Meeting,PRN
05/05/10,Nektar Therapeutics Reports First Quarter 2010 Financial Results,PRN
04/27/10,Nektar Therapeutics(NKTR-US) Schedules Q1 2010 Earnings Call for 5-May-2010 5:00 PM ET,FCSTTS
04/27/10,Nektar Therapeutics(NKTR-US) Schedules Q1 2010 Earnings Release for 5-May-2010 After Market Hours ET,FCSTTS
04/27/10,"Nektar to Announce Financial Results for the First Quarter of 2010 on Wednesday, May 5, 2010, After Close of U.S.-Based Financial Markets",PRN
03/08/10,Nektar Announces Positive Phase 2 Clinical Data from First Stage of NKTR-102 Study in Women with Platinum-Resistant Ovarian Cancer,PRN
03/03/10,Nektar Therapeutics(NKTR-US) Schedules Cowen & Company Health Care Conference for 8-March-2010 1:00 PM ET,FCSTTS
03/02/10,Nektar Therapeutics' President and CEO Howard W. Robin to Present at the 30th Annual Cowen and Company Healthcare Conference in Boston,PRN
03/02/10,Nektar Therapeutics Reports Year-End 2009 Financial Results,PRN
02/24/10,Nektar Therapeutics(NKTR-US) Schedules Q4 2009 Earnings Call for 2-March-2010 5:00 PM ET,FCSTTS
02/23/10,Nektar Therapeutics(NKTR-US) Schedules Q4 2009 Earnings Release for 2-March-2010 After Market Hours ET,FCSTTS
02/23/10,"Nektar to Announce Year-End 2009 Financial Results on Tuesday, March 2, 2010, After Close of U.S.-Based Financial Markets",PRN
02/02/10,Nektar Therapeutics Appoints R. Scott Greer to Board of Directors,PRN
01/14/10,"Aggressive Traders Alert: Wound Management Technologies -- January 14, 2010 ",INW
01/12/10,Nektar Therapeutics Announces Positive Topline Results for NKTR-102 From First Stage of Phase 2 Study in Platinum-Resistant Ovarian Cancer,PRN
01/11/10,Jennerex Appoints Dr. Hoyoung Huh to Its Board of Directors,PRN
01/06/10,"Nektar Therapeutics Names Stephen K. Doberstein, Ph.D. Senior Vice President and Chief Scientific Officer",PRN
01/06/10,"Nektar Therapeutics' President and CEO, Howard W. Robin, to Present at the 28th Annual J.P. Morgan Healthcare Conference in San Francisco, CA",PRN
12/29/09,Nektar Therapeutics(NKTR-US) Schedules JPMorgan Healthcare Conference for 12-January-2010 1:00 PM ET,FCSTEV
12/14/09,Dennis Winger Joins Nektar Therapeutics' Board of Directors,PRN
11/30/09,"Nektar Therapeutics Promotes Lorianne Masuoka, M.D. to Senior Vice President and Chief Medical Officer",PRN
11/04/09,Nektar Therapeutics Reports Third Quarter 2009 Financial Results,PRN
10/29/09,Nektar Therapeutics(NKTR-US) Schedules Q3 2009 Earnings Release for 4-November-2009 After Market Hours ET,FCSTEV
10/29/09,"Nektar to Announce Financial Results for the Third Quarter of 2009 on Wednesday, November 4, 2009, After Close of U.S.-Based Financial Markets",PRN
10/29/09,"Alexandria Real Estate Equities, Inc. Provides Update",PRN
10/28/09,Nektar Completes Enrollment Ahead of Schedule in Phase 2 Clinical Trial Evaluating NKTR-102 in Patients with Platinum-Resistant Ovarian Cancer,PRN
10/27/09,Phase 2 Data From Oral NKTR-118 Presented at American College of Gastroenterology in San Diego,PRN
10/26/09,Nektar Therapeutics(NKTR-US) Schedules Q3 2009 Earnings Call for 4-November-2009 5:00 PM ET,FCSTEV
10/10/09,Topline Results from Phase 2 Clinical Trial of Oral NKTR-118 Presented at 20th American Academy of Pain Management Annual Clinical Meeting (AAPM) in Phoenix,PRN
09/22/09,Nektar Therapeutics (NKTR) President and Chief Executive Officer to Ring The NASDAQ Stock Market Closing Bell,PMZ
09/22/09,NKTR-102 Shows Encouraging Anti-Tumor Activity in Ovarian Cancer in Phase 1 and Preclinical Data Presented at the ECCO 15 and 34th ESMO Multidisciplinary Congress,PRN
09/21/09,Nektar Therapeutics(NKTR-US) Schedules Business Update Call for 21-September-2009 8:30 AM ET,FCSTEV
09/21/09,Nektar Therapeutics to Host Conference Call to Discuss Today's Announcement of a New Partnership for NKTR-118 and NKTR-119,PRN
09/21/09,AstraZeneca and Nektar Sign Worldwide Agreement for Nektar Drug Development Programmes -- NKTR-118 and NKTR-119 -- to Address Opioid-Induced Constipation,PRN
09/18/09,Nektar Therapeutics to Present at the UBS 2009 Global Life Sciences Conference in New York City,PRN
09/13/09,Nektar Presents Data Demonstrating Favorable Oral Bioavailability and Drug-Drug Interaction Profile for NKTR-118,PRN
09/10/09,Nektar Therapeutics(NKTR-US) Schedules UBS Global Life Sciences Conference for 22-September-2009 10:30 AM ET,FCSTEV
08/05/09,"International Tower Hill Delineates Major New Zone of Gold Mineralization at Livengood Gold Project, Alaska",INW
08/04/09,Nektar Therapeutics Reports Second Quarter 2009 Financial Results,PRN
08/04/09,"International Tower Hill Mines Signs Agreement to Acquire 100% Interest in North Bullfrog Project, Nevada",INW
08/02/09,Nektar Therapeutics(NKTR-US) Schedules BMO Capital Markets Focus on Healthcare Conference for 5-August-2009 1:45 PM ET,FCSTEV
07/31/09,Nektar Therapeutics to Present at the BMO Capital Markets 9th Annual Focus on Healthcare Conference in New York City,PRN
07/31/09,Nektar Therapeutics(NKTR-US) Schedules Q2 2009 Earnings Call for 4-August-2009 5:00 PM ET,FCSTEV
07/31/09,Nektar Therapeutics(NKTR-US) Schedules Q2 2009 Earnings Release for 4-August-2009 After Market Hours ET,FCSTEV
07/31/09,"Nektar to Announce Financial Results for the Second Quarter of 2009 on Tuesday, August 4, 2009, After Close of U.S.-Based Financial Markets",PRN
07/20/09,"International Tower Hill Announces Results for First 16 Holes of Summer 2009 Drill Program at Livengood Gold Deposit, Alaska",INW
07/10/09,International Tower Hill Receives Share Ownership Top-Up Notice From AngloGold Ashanti,INW
06/30/09,International Tower Hill Mines Retains Renmark Financial Communications Inc.,INW
06/26/09,"Free Growth Strategy Report on MELI, CBST, NKTR, IVAN, SBIB and REXX by MaybachFinancial.com",INW
06/25/09,"International Tower Hill Announces Resource Update at Livengood, Alaska",INW
06/10/09,"International Tower Hill Mines Livengood Gold Project, Alaska",INW
06/09/09,"Nektar Therapeutics Promotes Lorianne Masuoka, M.D. to Chief Medical Officer",PRN
06/01/09,Nektar Therapeutics(NKTR-US) Schedules Annual General Meeting for 11-June-2009 5:00 PM ET,FCSTEV
05/15/09,"TheFortuneFinancial.com Initializes Free Analyst Research on NKTR, DPTR, NCMI and INSM",INW
05/14/09,Nektar Announces UCB's Cimzia(R) Approved by U.S. FDA for Adult Patients Suffering From Moderate to Severe Rheumatoid Arthritis,PRN
05/13/09,Nektar Therapeutics(NKTR-US) Schedules Deutsche Bank Healthcare Conference for 18-May-2009 1:45 PM ET,FCSTEV
05/12/09,Nektar Therapeutics to Present at the Deutsche Bank 34th Annual Health Care Conference in Boston,PRN
05/12/09,"International Tower Hill Announces Latest Winter Program Drill Results From NE and SW Zones, Livengood Gold Deposit, Alaska",INW
05/06/09,Nektar Therapeutics Reports First Quarter 2009 Financial Results,PRN
04/30/09,Nektar Therapeutics(NKTR-US) Schedules Q1 2009 Earnings Call for 6-May-2009 5:00 PM ET,FCSTEV
04/29/09,Nektar Therapeutics(NKTR-US) Schedules Q1 2009 Earnings Release for 6-May-2009 After Market Hours ET,FCSTEV
04/29/09,"Nektar to Announce Financial Results for the First Quarter of 2009 on Wednesday, May 6, 2009, After Close of U.S.-Based Financial Markets",PRN
04/23/09,"International Tower Hill Reports Extension of High Grade SW Zone and Expansion of Livengood Gold Deposit, Alaska",INW
04/22/09,NKTR-105 Demonstrates Superior Antitumor Activity and Improved Pharmacokinetics Over Docetaxel in Preclinical Studies Presented at AACR,PRN
04/15/09,International Tower Hill's Livengood Project Returns 89% Gold Recovery From Recent Metallurgical Testwork,INW
04/02/09,Nektar Therapeutics(NKTR-US) Schedules BioCentury Publications Inc. Future Leaders in the Biotech Industry Conference for 2-April-2009 11:00 AM ET,FCSTEV
03/12/09,Steve Aaker Joins the Board of Directors of International Tower Hill Mines Ltd.,INW
03/10/09,Nektar Therapeutics(NKTR-US) Schedules Cowen & Co. Health Care Conference for 16-March-2009 2:25 PM ET,FCSTEV
03/10/09,"Nektar Therapeutics' President and CEO, Howard W. Robin, to Present at the 29th Annual Cowen and Company Healthcare Conference in Boston",PRN
03/10/09,"International Tower Hill Mines Ltd. Doubles Planned 2009 Drill Program for Livengood Gold Project, Alaska",INW
03/04/09,"International Tower Hill Mines Ltd. Closes $10,500,000 Bought Deal Equity Financing",INW
03/02/09,Nektar Announces Positive Results from Phase 2 Study of Oral NKTR-118 in Patients with Opioid-Induced Constipation (OIC),PRN
02/24/09,Nektar Therapeutics Reports Fourth Quarter and Year-End 2008 Financial Results,PRN
02/17/09,Dosing Begins in Phase 1 Clinical Study Evaluating NKTR-105 in Cancer Patients With Refractory Solid Tumors,PRN
02/12/09,International Tower Hill Mines Ltd. Announces Bought Deal Equity Financing,INW
02/11/09,Nektar Therapeutics(NKTR-US) Schedules Q4 2008 Earnings Release for 24-February-2009,FCSTEV
02/11/09,Nektar Therapeutics(NKTR-US) Schedules Q4 2008 Earnings Call for 2-March-2009 5:00 PM ET,FCSTEV
02/11/09,"Nektar to Announce Year-End 2008 Financial Results on Wednesday, February 25, 2009 After Close of U.S.-Based Financial Markets",PRN
02/09/09,"International Tower Hill Mines Livengood Gold Project, Alaska",INW
01/29/09,Nektar Announces Retirement of Irwin Lerner from Board of Directors,PRN
01/28/09,"International Tower Hill Mines Livengood Gold Project, Alaska",INW
01/13/09,First Patient Dosed in Phase 2 Clinical Trial of NKTR-102 in Ovarian Cancer,PRN
01/13/09,International Tower Hill Continues to Expand Livengood Gold Deposit,INW
01/05/09,Nektar Therapeutics(NKTR-US) Schedules JP Morgan Healthcare Conference for 13-January-2009 1:00 PM ET,FCSTEV
01/05/09,"Nektar Therapeutics' President and CEO, Howard W. Robin, to Present at the 27th Annual J.P. Morgan Healthcare Conference in San Francisco",PRN
12/31/08,Nektar Announces Closing of Sale of Specific Pulmonary Delivery Assets to Novartis for $115 Million,PRN
12/31/08,Nektar Announces Closing of Sale of Specific Pulmonary Delivery Assets to Novartis for $115 Million,PRN
12/10/08,International Tower Hill Mines Ltd.: Livengood Gold Deposit Expands in all Directions,INW
12/01/08,"ITH Discovers New High-grade Gold Mineralization on West Pogo Project, Alaska",INW
11/25/08,"ITH & Redstar Gold Increase Holdings at North Bullfrog Project, Nevada",INW
11/17/08,ITH's Multi-Million Ounce Livengood Gold Deposit Expanded by Step Out Drilling,INW
11/06/08,Nektar Therapeutics Repurchases $100 Million of Convertible Debt and Reports Third Quarter 2008 Financial Results,PRN
11/04/08,ITH Expands Chisna Porphyry Copper-Gold Belt With Multiple New Discoveries,INW
10/29/08,"ITH Doubles Gold Resource at Livengood Project, Alaska",INW
10/27/08,Nektar Therapeutics(NKTR-US) Schedules R&D Day for 12-November-2008 12:00 PM ET,FCSTEV
10/27/08,Nektar Therapeutics to Webcast R&D Day on November 12th,PRN
10/24/08,Significant Anti-Tumor Activity and Extended Half-Life of NKTR-102 (PEG-irinotecan) Highlighted in Phase 1 Data Presented at EORTC-NCI-AACR Symposium,PRN
10/23/08,Nektar Therapeutics(NKTR-US) Schedules Q3 2008 Earnings Release for 6-November-2008 After Market Hours ET,FCSTEV
10/23/08,Nektar Therapeutics(NKTR-US) Schedules Q3 2008 Earnings Call for 6-November-2008 5:00 PM ET,FCSTEV
10/23/08,"Nektar to Announce Financial Results for the Third Quarter of 2008 on Thursday, November 6, 2008 After Close of U.S.-Based Financial Markets",PRN
10/23/08,"Technical Trade Alerts on Market Movers: AAPL, ICOG, NKTR, STSI, HA, AVGN",NEWS_ACW
10/23/08,"Beacon Equity Issues Technical Trade Alerts on Market Movers: AAPL, ICOG, NKTR, STSI, HA, AVGN",PRN
10/23/08,Positive Preclinical Data Demonstrating Anti-Tumor Activity of NKTR-105 (PEG-docetaxel) Presented at 20th EORTC-NCI-AACR Conference,PRN
10/21/08,Nektar Therapeutics(NKTR-US) Schedules Acquisition of Novartis AG by Nektar Therapeutics Call for 21-October-2008 10:30 AM ET,FCSTEV
10/21/08,"Beacon Equity Issues Technical Trade Alerts on Market Movers: INCY, DRRX, MDRX, NKTR, PRGN, AFFX",PRN
10/20/08,"Nektar Sells Pulmonary Business to Novartis For $115 Million and Nektar Retains Key Pulmonary Programs Including Amikacin Inhale, Inhaled Vancomycin, and Ciprofloxacin Inhalation Powder",PRN
10/20/08,"ITH Defines High-Grade Surface Copper-Gold Anomalies at BMP Project, Alaska",INW
10/20/08,"Beacon Equity Issues Technical Trade Alerts on Market Movers: MFGD, LGDI, NGAS, SOLR, IILG, NKTR",PRN
10/10/08,"Mergent, Inc. Announces Quarterly Rebalancing of HealthShares(TM) Indexes",PRN
10/07/08,Nektar Therapeutics(NKTR-US) Schedules Natixis Bleichroeder Hidden Gems Conference for 13-October-2008 2:30 PM ET,FCSTEV
10/07/08,Nektar Therapeutics President and CEO Howard W. Robin to Present at Natixis Bleichroeder Second Annual Hidden Gems Conference in New York City,PRN
09/30/08,Multiple Gold Intersections Expand ITH's Livengood Deposit,INW
09/16/08,Nektar Therapeutics(NKTR-US) Schedules UBS Global Life Science Conference for 23-September-2008 10:30 AM ET,FCSTEV
09/16/08,"Nektar Therapeutics' President and CEO, Howard W. Robin, to Present at UBS 2008 Global Life Sciences Conference in New York City",PRN
09/04/08,International Tower Hill Mines Ltd.: Livengood Deposit Significantly Expands High Grade Core Zones,INW
09/02/08,"ITH Announces Initial Resource Estimate for Mayflower Deposit at North Bullfrog Project, Nevada",INW
08/06/08,"Nektar Therapeutics Names Randall Moreadith, M.D., Ph.D. Senior Vice President, Drug Development and Chief Development Officer",PRN
08/06/08,Nektar Therapeutics Announces Second Quarter 2008 Results,PRN
07/31/08,Nektar Therapeutics(NKTR-US) Schedules Q2 2008 Earnings Call for 6-August-2008 5:00 PM ET,FCSTEV
07/30/08,Nektar Therapeutics(NKTR-US) Schedules Q2 2008 Earnings Release for 6-August-2008 After Market Hours ET,FCSTEV
07/30/08,"Nektar to Announce Financial Results for the Second Quarter of 2008 on Wednesday, August 6, 2008, After Close of U.S.-Based Financial Markets",PRN
07/23/08,"ITH Intersects Additional Bulk-Tonnage-Grade Gold Intercepts at Livengood Deposit, Alaska",INW
