Date,Symbol,Headline,Source
1-Dec-16,AMZN-US,DJ pressetext.de: Amazon: Vorhandene bezahlte Rezensionen bleiben - Konzern gegen Manipulationen - Künftiges Herausfiltern aber schwierig,DJPA
30-Nov-16,AMZN-US,AWS Launches Amazon Athena,BW
30-Nov-16,AMZN-US,AWS Extends Amazon Aurora with PostgreSQL Compatibility,BW
30-Nov-16,AMZN-US,AWS Announces Seven New Compute Services and Capabilities to Support an Even Wider Range of Workloads,BW
30-Nov-16,AMZN-US,AWS Announces Three New Amazon AI Services,BW
30-Nov-16,AMZN-US,Workday Selects AWS as Preferred Public Cloud Services Provider for Customer Production,BW
30-Nov-16,AMZN-US,AWS Announces Two New Hybrid Services to Help Customers Extend the AWS Cloud to Connected Devices,BW
29-Nov-16,AMZN-US,"AWS Announces New Programs, Competencies, and Tools to Support Growing AWS Partner Network",BW
29-Nov-16,AMZN-US,Capital One Selects AWS as its Predominant Cloud Infrastructure Provider,BW
29-Nov-16,AMZN-US,"Best-Ever Holiday Shopping Weekend for Amazon Devices-Top-Selling Products Across all Categories on Amazon were Echo Dot, Fire TV Stick with Alexa Voice Remote, Fire Tablet, and Amazon Echo",BW
29-Nov-16,AMZN-US,"Amazon Studios Orders Two New Original Kids Series Bug Diaries and Sid & Marty Krofft's Sigmund and the Sea Monsters, Exclusively for Prime Video",BW
28-Nov-16,AMZN-US,AWS Announces Leading Ocean Shipping Carrier Matson Goes All-In on the AWS Cloud,BW
25-Nov-16,AMZN-US,Amazon.com Cyber Monday Deals Are Here!,BW
22-Nov-16,AMZN-US,Rachel McAdams Performs Anne of Green Gables for Audible,BW
22-Nov-16,AMZN-US,Amazon Dash Replenishment Adds New Device Makers and Launches New Products,BW
22-Nov-16,AMZN-US,Amazon Announces New Fulfillment Center in Southern Nevada,BW
21-Nov-16,AMZN-US,Amazon Original The Grand Tour Breaks Viewership Records on Prime Video,BW
21-Nov-16,AMZN-US,Amazon Appstore Announces Champions of Fire Invitational - Esports Tournament for Casual Mobile Games,BW
18-Nov-16,AMZN-US,Holiday Gifts at the Lowest Prices of the Year: Amazon.ca Announces Incredible Deals for Black Friday and Cyber Monday,CNW
17-Nov-16,AMZN-US,"Alexa, What Are Your Deals?",BW
17-Nov-16,AMZN-US,The Sun Shines on Amazon's Cloud in Virginia,BW
17-Nov-16,AMZN-US,Sellers on Amazon Ready for Busy Holiday Season,BW
17-Nov-16,AMZN-US,Ana Ballabriga and David Zaplana win Amazon's Third Literary Competition,PRN
16-Nov-16,AMZN-US,AWS Announces Flexible SaaS Subscriptions for AWS Marketplace,BW
16-Nov-16,AMZN-US,"Amazon Celebrates the Launch of The Grand Tour by Offering Amazon Prime for Only $79, Plus New Grand Tour Alexa Skill Now Available for Fans",BW
16-Nov-16,AMZN-US,SHOPBOP_____________,PRNA
16-Nov-16,AMZN-US,More than 35 Days of Black Friday Shopping on Amazon.com,BW
15-Nov-16,AMZN-US,AWS Makes Amazon QuickSight Available to all Customers,BW
15-Nov-16,AMZN-US,Trevor Noah Performs Born a Crime: Stories from a South African Childhood for Audible,BW
15-Nov-16,AMZN-US,Amazon Restaurants Launches Free One-Hour Delivery on Prime Now in Irvine with More Than 50 Restaurants,BW
15-Nov-16,AMZN-US,SHOPBOP lança campanha para as festas de fim de ano com diversas celebridades,PRNL
15-Nov-16,AMZN-US,"Amazon Announces the Best Books of 2016, Naming Colson Whitehead's The Underground Railroad the #1 Book of the Year",BW
15-Nov-16,AMZN-US,Prime Now Adds Its First Drugstore to the Service Just in Time for the Holidays,BW
14-Nov-16,AMZN-US,Amazon Selects Teams to Participate in the Inaugural Alexa Prize Competition,BW
14-Nov-16,AMZN-US,Amazon Studios Greenlights Second Season of One Mississippi,BW
14-Nov-16,AMZN-US,Amazon Makes the Holidays Easier: Home Services Expands into 20 New U.S. Metro Areas,BW
11-Nov-16,AMZN-US,"Audible Announces New Comedy Shows with Will Arnett, Nick Offerman, Dan Savage, Eugene Mirman and More",BW
10-Nov-16,AMZN-US,Amazon anuncia el ganador del Tercer Concurso Literario para Autores 'Indie' en español,BW
10-Nov-16,AMZN-US,Amazon Announces Winner of the Third Indie Literary Prize for Spanish-Language,BW
7-Nov-16,AMZN-US,"Amazon Prime Debuts Hit Web Series ""Jess Archer Versus""",INW
4-Nov-16,AMZN-US,Amazon Studios Launches Original Kids Holiday Specials on November 25 on Prime Video in the US and UK,BW
2-Nov-16,AMZN-US,Amazon Announces Rapids - A Playful Approach to Reading for Today's Connected Kids,BW
1-Nov-16,AMZN-US,"___""____""__________",PRNA
1-Nov-16,AMZN-US,Amazon.ca Kicks off the Holiday Season with the Launch of its Black Friday Deals Store and Annual Holiday Gift Guide,CNW
1-Nov-16,AMZN-US,"Three, Two, One...Holiday! Amazon.com Launches Black Friday Deals Store and Curated Holiday Gift Guides",BW
31-Oct-16,AMZN-US,Amazon Web Services Announces Amazon Wind Farm US Central 2,BW
27-Oct-16,AMZN-US,Amazon.com Announces Third Quarter Sales up 29% to $32.7 Billion,BW
27-Oct-16,AMZN-US,Ralph Ellison's Invisible Man Now Available as a Free Download at Audible,BW
26-Oct-16,AMZN-US,"AmazonFresh Expands to New Cities, including Chicago and Dallas, with Monthly Membership Plan",BW
25-Oct-16,AMZN-US,"Brian Greene, Paul Rudd and a Full Cast Perform Light Falls for Audible",BW
25-Oct-16,AMZN-US,Amazon Restaurants Launches Free One-Hour Delivery on Prime Now in Brooklyn,BW
24-Oct-16,AMZN-US,Amazon Dash Button Continues Exponential Growth,BW
19-Oct-16,AMZN-US,"Amazon Web Services Adds New Capabilities to AWS Educate, Connecting Students with Cloud Careers",BW
19-Oct-16,AMZN-US,"Garth Brooks Now Streaming - For the First Time in His Career, Music from the Best-Selling Solo Artist in U.S. History Is Now Available to Stream Exclusively on Amazon Music",BW
18-Oct-16,AMZN-US,Sean Penn's Narration of Pappy Pariah's Bob Honey Who Just Do Stuff Now Available at Audible,BW
18-Oct-16,AMZN-US,Amazon Launches All-New Prime Photos Experience with Family Vault,BW
17-Oct-16,AMZN-US,Amazon Web Services Cloud Now Available to Customers from Data Centers in Ohio,BW
17-Oct-16,AMZN-US,IMDb Founder & CEO Achieves Movie-Viewing Milestone with A Monster Calls and Reveals His List of Top 10 Movies of All-Time,BW
17-Oct-16,AMZN-US,Amazon Prime Video Greenlights Season Four of Emmy-Nominated Series Bosch,BW
14-Oct-16,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q3 2016 Earnings Release for 27-October-2016 4:01 PM ET",FCSTEV
14-Oct-16,AMZN-US,"Amazon Orders Two New Original Kids Series Little Big Awesome and Ronja the Robber's Daughter, and Greenlights Second Season of The Stinky & Dirty Show, Exclusively for Prime Video",BW
13-Oct-16,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q3 2016 Earnings Call for 27-October-2016 5:30 PM ET",FCSTEV
13-Oct-16,AMZN-US,"VMware and AWS Announce New Hybrid Cloud Service, ""VMware Cloud on AWS""",BW
13-Oct-16,AMZN-US,Amazon.com to Webcast Third Quarter 2016 Financial Results Conference Call,BW
13-Oct-16,AMZN-US,"We're Hiring: Amazon Creating 120,000 Seasonal Jobs in Customer Fulfillment and Customer Service this Holiday Season",BW
12-Oct-16,AMZN-US,Amazon.com Delivers Holiday Cheer with the 2016 Holiday Toy List,BW
12-Oct-16,AMZN-US,Now Streaming: Amazon Music Unlimited,BW
11-Oct-16,AMZN-US,Amazon Original Movie Love & Friendship will Premiere on Amazon Prime Video October 20,BW
6-Oct-16,AMZN-US,Amazon Prime Video Greenlights Anthology Horror Series Lore,BW
6-Oct-16,AMZN-US,"It's About ""Thyme"": Prime Now in Indianapolis Introduces Delivery from Fresh Thyme Farmer's Market",BW
5-Oct-16,AMZN-US,Introducing Prime Reading - The Newest Benefit for Prime Members,BW
4-Oct-16,AMZN-US,Amazon.in Partners with YES BANK to Expand its Seller Lending Program ,NEWS_CR
4-Oct-16,AMZN-US,Zachary Quinto Performs John Scalzi's The Dispatcher for Audible,BW
3-Oct-16,AMZN-US,Amazon Debuts Original Live-Action Special An American Girl Story-Melody 1963: Love Has to Win on October 21 on Prime Video in the US and UK,BW
29-Sep-16,AMZN-US,AWS Announces Availability of P2 Instances for Amazon EC2,BW
29-Sep-16,AMZN-US,Introducing the Alexa Prize: $2.5 Million to Advance Conversational Artificial Intelligence,BW
28-Sep-16,AMZN-US,Amazon Launches Original Kids Series Bookaboo on October 28 on Prime Video in the US and UK,BW
28-Sep-16,AMZN-US,Introducing the All-New Fire TV Stick with Alexa Voice Remote-The Next Generation Of The Best-Selling Fire TV Stick-For Just $39.99,BW
27-Sep-16,AMZN-US,La Plaza de DIA opens its online shop on Amazon,NEWS_CR
27-Sep-16,AMZN-US,Amazon Studios Greenlights Three New Series for Prime Video,BW
27-Sep-16,AMZN-US,"Amazon.ca Launches Free Same-Day Delivery for Prime Members Shipping to Toronto and Vancouver, including Saturday and Sunday",CNW
26-Sep-16,AMZN-US,Next-Gen Streaming Platform Capitalizes on the Rise of Competitive eSports,PRN
22-Sep-16,AMZN-US,Handmade at Amazon Expands into Europe,BW
20-Sep-16,AMZN-US,Nick Offerman Performs The Adventures of Tom Sawyer for Audible,BW
15-Sep-16,AMZN-US,"Amazon Prime Video to Launch the Highly Anticipated New Series The Grand Tour on Friday, November 18",BW
15-Sep-16,AMZN-US,Amazon Announces Its Largest Wind Farm to Date - A New 253 Megawatt Wind Farm in West Texas,BW
15-Sep-16,AMZN-US,The Beauty of Ultra-Fast Delivery: Prime Now Adds its First Beauty Store to the Service in Chicago,BW
14-Sep-16,AMZN-US,Alexa and Amazon Echo Now Available in the UK and Germany,BW
14-Sep-16,AMZN-US,Introducing the All-New Echo Dot-Add Alexa to Any Room for Less than $50,BW
13-Sep-16,AMZN-US,Introducing the Newest Prime Benefit - Audible Channels for Prime,BW
13-Sep-16,AMZN-US,"Amazon Alexa Skills Selection up 3x in Just 3 Months-Alexa Now Has over 3,000 Skills",BW
10-Sep-16,AMZN-US,Felicity Jones Receives The IMDb STARmeter Award in Toronto,BW
9-Sep-16,AMZN-US,Amazon Greenlights Docuseries about the World's Number One Tennis Player Novak Djokovic-Coming Exclusively to Prime Video,BW
8-Sep-16,AMZN-US,"The All-New Amazon Fire HD 8: Longer Battery Life, More Storage, Faster Performance, and Alexa-only $89.99",BW
6-Sep-16,AMZN-US,Amazon Announces New Features for Amazon Fire TV and Fire TV Stick,BW
6-Sep-16,AMZN-US,Prime Exclusive BLU R1 HD and Moto G are the Two Best-Selling Unlocked Phones on Amazon-Now New Moto G Play Joins the Lineup for Just $99.99,BW
31-Aug-16,AMZN-US,Amazon Restaurants Launches Free One-Hour Delivery on Prime Now in Houston,BW
29-Aug-16,AMZN-US,"Amazon to Open Fulfillment Center in Monee, Continuing Growth in Illinois",BW
25-Aug-16,AMZN-US,Amazon Continues Texas Expansion with Eighth Fulfillment Center,BW
25-Aug-16,AMZN-US,"Introducing Amazon Vehicles, a Car Research Destination and Automotive Community",BW
17-Aug-16,AMZN-US,"Amazon Introduces New Original Children's Album from GRAMMY Award-Winning Evanescence Vocalist, Amy Lee-Exclusively Streaming on Prime Music",BW
16-Aug-16,AMZN-US,"Amazon Greenlights 10-Episode Season of Tom Clancy's Jack Ryan, Exclusively for Amazon Prime Video",BW
15-Aug-16,AMZN-US,Amazon to Open New Pickup Location at University of Illinois at Chicago,BW
11-Aug-16,AMZN-US,Atlas Air Worldwide Commences Air Transport Service For Amazon,PMZ
11-Aug-16,AMZN-US,AWS Releases Amazon Kinesis Analytics,BW
11-Aug-16,AMZN-US,Amazon Greenlights American Playboy: The Hugh Hefner Story for Prime Video,BW
10-Aug-16,AMZN-US,Amazon Debuts Original Preschool Series The Stinky & Dirty Show on September 2 on Prime Video,BW
10-Aug-16,AMZN-US,Amazon Publishing Announces Ife-Chudeni A. Oputa as the Winner of the Little A Poetry Contest,BW
4-Aug-16,AMZN-US,Amazon Takes Flight: Company's First Air Cargo Plane to Fly in Seattle's Annual Seafair Air Show Parade,BW
3-Aug-16,AMZN-US,Amazon and Sky Greenlight Original Dramatic Series Britannia,BW
28-Jul-16,AMZN-US,Amazon.com Announces Second Quarter Sales up 31% to $30.4 Billion,BW
27-Jul-16,AMZN-US,Drone Technology Takes Wings as Amazon Partners with UK Government,NEWS_ACW
27-Jul-16,AMZN-US,Amazon Launchpad Announces Kickstarter Collection,BW
27-Jul-16,AMZN-US,"Amazon Continues to Grow in the Sunshine State: Company Creating 1,500 Full-Time Jobs at New Fulfillment Center in Jacksonville",BW
26-Jul-16,AMZN-US,"Amazon Expands in Illinois, Opening New Site in Romeoville",BW
25-Jul-16,AMZN-US,Amazon and UK Government Aim for the Sky with Partnership on Drones,BW
22-Jul-16,AMZN-US,Houston: Amazon Has Lift-Off on New Fulfillment Center,BW
21-Jul-16,AMZN-US,Amazon Announces Lineup for its 2016 Comedy Pilot Season,BW
21-Jul-16,AMZN-US,"Amazon's Career Choice Program Helps 7,000 Employees Pursue New Careers in High-Demand Fields",BW
21-Jul-16,AMZN-US,New Book from Organization Expert Jane Stoller Helps Readers Lead Happier and Healthier Lives,PRN
20-Jul-16,AMZN-US,Amazon Debuts Original Live-Action Kids Series The Kicks on August 26 on Prime Video,BW
19-Jul-16,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Money20/20 Conference - Panel for 25-October-2016 2:40 PM ET",FCSTEV
19-Jul-16,AMZN-US,Kindle Announces Singles Classics,BW
19-Jul-16,AMZN-US,Matthew Weiner Performs Frank O'Hara's Lunch Poems for Audible,BW
18-Jul-16,AMZN-US,"The IMDb Yacht Cruises into San Diego Comic-Con with Host Kevin Smith, Top Celebrities, and Leading Brands",BW
15-Jul-16,AMZN-US,Amazon Announces Tenth California Fulfillment Center in Sacramento,BW
15-Jul-16,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q2 2016 Earnings Release for 28-July-2016 4:01 PM ET",FCSTEV
14-Jul-16,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q2 2016 Earnings Call for 28-July-2016 5:30 PM ET",FCSTEV
14-Jul-16,AMZN-US,Amazon.com to Webcast Second Quarter 2016 Financial Results Conference Call,BW
14-Jul-16,AMZN-US,Amazon Greenlights Two Additional Seasons of the Critically-Acclaimed Comedy Catastrophe,BW
13-Jul-16,AMZN-US,Amazon's Prime Day is the Biggest Day Ever,BW
12-Jul-16,AMZN-US,Maggie Gyllenhaal Performs Anna Karenina for Audible,BW
11-Jul-16,AMZN-US,Prime Day 2016 - Deals Sneak Peek in the U.S.,BW
11-Jul-16,AMZN-US,Amazon to Open New Pickup Location at University of Illinois at Urbana-Champaign,BW
11-Jul-16,AMZN-US,Amazon to Open New Sunflower State Fulfillment Center in Kansas City,BW
8-Jul-16,AMZN-US,"Alexa, What Are Your Prime Day Deals?",BW
7-Jul-16,AMZN-US,"Cameras Roll on Global's Original Series Ransom, from Entertainment One",CNW
7-Jul-16,AMZN-US,"Amazon Announces Clarkson, Hammond & May's The Grand Tour Studio Recordings Prime Day Prize Draw in the UK, U.S. and Germany",BW
7-Jul-16,AMZN-US,"Audible Announces Channels, an Unlimited Short-Form Digital Audio Service Available for $4.95 Per Month, or Free with Audible Premium Membership",BW
5-Jul-16,AMZN-US,Make Prime Day Even Better: Get Your Order in an Hour or Less Through Prime Now,BW
5-Jul-16,AMZN-US,"Prime Day 2016: Small Businesses, Entrepreneurs, and Sellers on Amazon to Offer Thousands of Deals",BW
1-Jul-16,AMZN-US,Amazon Prime Video is Now the Exclusive Premium Subscription Streaming Home for Family-Favorite PBS KIDS Series,BW
29-Jun-16,AMZN-US,"Prime Day 2016 - More Than 100,000 Deals Worldwide Exclusively for Prime Members on July 12",BW
29-Jun-16,AMZN-US,"CORRECTING and REPLACING Amazon Announces Exclusive Pricing Only for Prime Members on Newly Released, Unlocked Android Phones-Up to 50% Off the Full Retail Price, Starting at $49.99",BW
28-Jun-16,AMZN-US,AWS Launches Elastic File System,BW
28-Jun-16,AMZN-US,"Amazon Announces Page Flip- A New Way to Hop, Skim, and Jump through Kindle Books",BW
28-Jun-16,AMZN-US,"Amazon Dash Button Continues Rapid Growth-Orders Increase; Brands, Categories and Selection Expand",BW
28-Jun-16,AMZN-US,"Alexa Skills Kit Turns One, Adds New Features for Skill Discovery",BW
27-Jun-16,AMZN-US,Amazon Web Services Cloud Computing Platform Now Available to Customers from Datacenters in India,BW
27-Jun-16,AMZN-US,"Announcing Amazon Inspire, a Free Service for Digital Educational Resources",BW
23-Jun-16,AMZN-US,Amazon Web Services Achieves FedRAMP High Authorization,BW
22-Jun-16,AMZN-US,"Most Affordable Kindle Now Even Better-Thinner and Lighter, and Still Only $79.99",BW
22-Jun-16,AMZN-US,Amazon Announces the Best Books of 2016 (So Far),BW
21-Jun-16,AMZN-US,Amazon Announces Plans for Expansion in Georgia with New Fulfillment Center and More Than 500 Full-Time Jobs,BW
21-Jun-16,AMZN-US,"It's a Three-peat! Vancouver, Calgary and Saskatoon Remain atop Amazon.ca List of Canadian Cities that Love to Read",CNW
17-Jun-16,AMZN-US,Amazon Announces Lineup of Original Family Music Exclusively Streaming on Prime Music,BW
16-Jun-16,AMZN-US,Amazon Original Series Eat the World with Emeril Lagasse Premieres Exclusively on Prime Video on September 2,BW
14-Jun-16,AMZN-US,"Hayley Atwell Stars in Original Audible Drama, The Oedipus Plays",BW
9-Jun-16,AMZN-US,Amazon to Open New Pickup Location Near Texas Tech University,BW
8-Jun-16,AMZN-US,"Amazon to Open Office in Minneapolis and Create 100 Full-Time, Technology-Focused Jobs",BW
8-Jun-16,AMZN-US,Third Season of Emmy-Nominated Amazon Original Kids Series Annedroids Will Debut June 24 on Amazon Prime Video in the US,BW
7-Jun-16,AMZN-US,BetterInvesting Top 100 Performance Topped S&P Benchmark for 5 Years Ended May 31,PRN
7-Jun-16,AMZN-US,Amazon Restaurants Launches Free One-Hour Delivery on Prime Now in Atlanta,BW
7-Jun-16,AMZN-US,Amazon Restaurants Launches Free One-Hour Delivery on Prime Now in Miami,BW
6-Jun-16,AMZN-US,Amazon Original Series All or Nothing: A Season with the Arizona Cardinals Premieres on Prime Video on July 1,BW
3-Jun-16,AMZN-US,Amazon Releases Songs of Summer-A Collection of Original Recordings Exclusively Streaming on Prime Music,BW
3-Jun-16,AMZN-US,"Amazon Alexa Continues to Get Smarter: Over 1,000 Third-Party Skills Now Available",BW
2-Jun-16,AMZN-US,"Johannesburg Announced as the Location for the First Ever Studio Audience Recording for Clarkson, Hammond & May's New Amazon Original Series The Grand Tour, Debuting on Prime Video",BW
1-Jun-16,AMZN-US,"Amazon to Open Two Fulfillment Centers in Edwardsville, Illinois, and Create 1,000 Full-Time Jobs",BW
1-Jun-16,AMZN-US,Amazon Exclusives Introduces The Mark Cuban Collection of Hot Products from Popular New Brands,BW
31-May-16,AMZN-US,Amazon Greenlights Season Four of the Multi-Golden Globe and Multi-Emmy Award-Winning Original Series Transparent,BW
26-May-16,AMZN-US,"Mona Awad Wins $40,000 at the 40th anniversary of the First Novel Award presented by Amazon.ca and The Walrus",CNW
26-May-16,AMZN-US,"Mona Awad Wins $40,000 at the 40th anniversary of the First Novel Award presented by Amazon.ca and The Walrus",CNW
26-May-16,AMZN-US,"Amazon's New Pilot Season, Featuring Award-Winning and Acclaimed Roster of Talent, Debuts June 17 on Amazon Video",BW
25-May-16,AMZN-US,Salesforce Selects AWS as Preferred Public Cloud Infrastructure Provider,BW
25-May-16,AMZN-US,Amazon Continues to Expand in the Golden State with Two New Fulfillment Facilities in Tracy and Eastvale,BW
